# KG estratto dalle lezioni BigBang di Prometeo
# Relazioni: SIMILAR_TO (cluster Kaikki), OPPOSITE_OF (antonimi)
# soggetto	RELAZIONE	oggetto
professionale	OPPOSITE_OF	amatoriale
profondo	OPPOSITE_OF	basso
profondo	OPPOSITE_OF	superficiale
profumo	OPPOSITE_OF	fetore
profumo	OPPOSITE_OF	miasma
profumo	OPPOSITE_OF	puzza
progresso	OPPOSITE_OF	arretratezza
progresso	OPPOSITE_OF	peggioramento
progresso	OPPOSITE_OF	regressione
proibire	OPPOSITE_OF	permettere
proibito	OPPOSITE_OF	ammesso
proibito	OPPOSITE_OF	consentito
proibito	OPPOSITE_OF	permesso
pronipoti	OPPOSITE_OF	avo
prorogabile	OPPOSITE_OF	improrogabile
proseguire	OPPOSITE_OF	cessare
protagonista	OPPOSITE_OF	antagonista
provvisorio	OPPOSITE_OF	definitivo
prudente	OPPOSITE_OF	imprudente
prudenza	OPPOSITE_OF	imprudenza
pubblico	OPPOSITE_OF	personale
pubblico	OPPOSITE_OF	privato
pulire	OPPOSITE_OF	insozzare
pulire	OPPOSITE_OF	macchiare
pulire	OPPOSITE_OF	sporcare
pulito	OPPOSITE_OF	sporco
pulizia	OPPOSITE_OF	sporcizia
punibile	OPPOSITE_OF	impunibile
puro	OPPOSITE_OF	impuro
putire	OPPOSITE_OF	aulire
putire	OPPOSITE_OF	odorare
putire	OPPOSITE_OF	olezzare
putire	OPPOSITE_OF	olire
puzza	OPPOSITE_OF	profumo
puzzare	OPPOSITE_OF	aulire
quieto	OPPOSITE_OF	agitato
quieto	OPPOSITE_OF	caotico
quieto	OPPOSITE_OF	inquieto
rado	OPPOSITE_OF	spesso
rafforzare	OPPOSITE_OF	accasciare
ragazza	OPPOSITE_OF	donna
ragionevole	OPPOSITE_OF	insensato
ragionevole	OPPOSITE_OF	irragionevole
ragionevole	OPPOSITE_OF	irrazionale
rallentare	OPPOSITE_OF	accelerare
rallentare	OPPOSITE_OF	affrettare
rancore	OPPOSITE_OF	affabilità
rancore	OPPOSITE_OF	bonarietà
rapido	OPPOSITE_OF	lento
raro	OPPOSITE_OF	frequente
rassicurare	OPPOSITE_OF	preoccupare
rato	OPPOSITE_OF	invalido
rato	OPPOSITE_OF	irrito
rattristare	OPPOSITE_OF	allietare
razionale	OPPOSITE_OF	irrazionale
razionalità	OPPOSITE_OF	irrazionalità
reale	OPPOSITE_OF	ideale
reale	OPPOSITE_OF	irreale
realistico	OPPOSITE_OF	irrealistico
realizzabile	OPPOSITE_OF	impossibile
realizzabile	OPPOSITE_OF	irrealizzabile
realtà	OPPOSITE_OF	sogno
recente	OPPOSITE_OF	vecchio
regolarità	OPPOSITE_OF	irregolarità
regredire	OPPOSITE_OF	avanzare
regressione	OPPOSITE_OF	progresso
relativista	OPPOSITE_OF	integralista
relativo	OPPOSITE_OF	assoluto
religioso	OPPOSITE_OF	secolare
reperibile	OPPOSITE_OF	introvabile
resistere	OPPOSITE_OF	cedere
resistibile	OPPOSITE_OF	irresistibile
responsabile	OPPOSITE_OF	irresponsabile
responsabilità	OPPOSITE_OF	irresponsabilità
retto	OPPOSITE_OF	inclinato
retto	OPPOSITE_OF	piegato
retto	OPPOSITE_OF	sbilenco
reverente	OPPOSITE_OF	irriverente
reversibile	OPPOSITE_OF	irreversibile
revocabile	OPPOSITE_OF	irrevocabile
ricchezza	OPPOSITE_OF	povertà
ricco	OPPOSITE_OF	povero
ricevente	OPPOSITE_OF	mittente
ricompensare	OPPOSITE_OF	vendicare
riconoscibile	OPPOSITE_OF	irriconoscibile
ricordare	OPPOSITE_OF	dimenticare
ricordare	OPPOSITE_OF	scordare
riempire	OPPOSITE_OF	svuotare
riempire	OPPOSITE_OF	vuotare
rientrare	OPPOSITE_OF	riuscire
rifiutare	OPPOSITE_OF	accettare
rifiutare	OPPOSITE_OF	accogliere
rifiutare	OPPOSITE_OF	accordare
rilassare	OPPOSITE_OF	contrarre
rilassare	OPPOSITE_OF	irrigidire
rilassare	OPPOSITE_OF	tendere
rilassato	OPPOSITE_OF	inquieto
rilevante	OPPOSITE_OF	irrilevante
rimbambire	OPPOSITE_OF	smaliziare
rimediabile	OPPOSITE_OF	irrimediabile
rincasare	OPPOSITE_OF	riuscire
rintracciabile	OPPOSITE_OF	irrintracciabile
riparabile	OPPOSITE_OF	irreparabile
riposato	OPPOSITE_OF	lasso
riprovevole	OPPOSITE_OF	lodevole
riprovevole	OPPOSITE_OF	plausibile
risolto	OPPOSITE_OF	irrisolto
rispettoso	OPPOSITE_OF	irrispettoso
ritorno	OPPOSITE_OF	andata
ritrattazione	OPPOSITE_OF	affermazione
riuscire	OPPOSITE_OF	fallire
riuscire	OPPOSITE_OF	rientrare
riuscire	OPPOSITE_OF	rincasare
rivitalizzare	OPPOSITE_OF	mortificare
rumoroso	OPPOSITE_OF	silente
rumoroso	OPPOSITE_OF	silenzioso
saggio	OPPOSITE_OF	dissennato
saggio	OPPOSITE_OF	insensato
saggio	OPPOSITE_OF	sciocco
salato	OPPOSITE_OF	sciocco
salire	OPPOSITE_OF	scendere
salita	OPPOSITE_OF	caduta
salita	OPPOSITE_OF	discesa
santificare	OPPOSITE_OF	demonizzare
sbagliato	OPPOSITE_OF	corretto
sbagliato	OPPOSITE_OF	giusto
sbagliato	OPPOSITE_OF	opportuno
sballare	OPPOSITE_OF	avvolgere
sballare	OPPOSITE_OF	imballare
sballare	OPPOSITE_OF	incassare
sbilanciare	OPPOSITE_OF	bilanciare
sbilenco	OPPOSITE_OF	retto
scagionare	OPPOSITE_OF	accusare
scarcerare	OPPOSITE_OF	imprigionare
scarcerare	OPPOSITE_OF	incarcerare
scaricare	OPPOSITE_OF	caricare
scarso	OPPOSITE_OF	abbondante
scarso	OPPOSITE_OF	grande
scarso	OPPOSITE_OF	molto
scartare	OPPOSITE_OF	confezionare
scartare	OPPOSITE_OF	impacchettare
scartare	OPPOSITE_OF	incartare
scempio	OPPOSITE_OF	doppio
scendere	OPPOSITE_OF	salire
schietto	OPPOSITE_OF	tortuoso
schifezza	OPPOSITE_OF	sogno
schifo	OPPOSITE_OF	sogno
schiudere	OPPOSITE_OF	chiudere
schiudere	OPPOSITE_OF	serrare
scindibile	OPPOSITE_OF	inscindibile
sciocco	OPPOSITE_OF	furbo
sciocco	OPPOSITE_OF	saggio
sciocco	OPPOSITE_OF	salato
sciopero	OPPOSITE_OF	serrata
scomparire	OPPOSITE_OF	apparire
sconcorde	OPPOSITE_OF	concorde
sconcordia	OPPOSITE_OF	concordia
sconfessione	OPPOSITE_OF	affermazione
scongelare	OPPOSITE_OF	congelare
sconnettere	OPPOSITE_OF	connettere
sconsacrare	OPPOSITE_OF	consacrare
sconsigliare	OPPOSITE_OF	consigliare
scontentare	OPPOSITE_OF	accontentare
scontento	OPPOSITE_OF	pago
scoraggiante	OPPOSITE_OF	incoraggiante
scoraggiare	OPPOSITE_OF	incoraggiare
scordare	OPPOSITE_OF	ricordare
scorretto	OPPOSITE_OF	esatto
scortesia	OPPOSITE_OF	cortesia
scuro	OPPOSITE_OF	chiaro
scuro	OPPOSITE_OF	luminoso
sdorare	OPPOSITE_OF	dorare
sdrammatizzare	OPPOSITE_OF	drammatizzare
secco	OPPOSITE_OF	bagnato
secco	OPPOSITE_OF	grasso
secco	OPPOSITE_OF	umido
secolare	OPPOSITE_OF	ecclesiastico
secolare	OPPOSITE_OF	religioso
secolare	OPPOSITE_OF	spirituale
secondario	OPPOSITE_OF	essenziale
secondario	OPPOSITE_OF	primario
seguente	OPPOSITE_OF	anteriore
seguente	OPPOSITE_OF	precedente
semplice	OPPOSITE_OF	complesso
semplice	OPPOSITE_OF	complicato
semplice	OPPOSITE_OF	difficile
semplificare	OPPOSITE_OF	complicare
sensato	OPPOSITE_OF	insensato
sensibile	OPPOSITE_OF	insensibile
separabile	OPPOSITE_OF	inscindibile
separabile	OPPOSITE_OF	inseparabile
separare	OPPOSITE_OF	unificare
serenità	OPPOSITE_OF	collera
serenità	OPPOSITE_OF	inquietudine
serrare	OPPOSITE_OF	aprire
serrare	OPPOSITE_OF	dischiudere
serrare	OPPOSITE_OF	schiudere
serrata	OPPOSITE_OF	sciopero
settentrionale	OPPOSITE_OF	meridionale
sferrare	OPPOSITE_OF	ferrare
sferrare	OPPOSITE_OF	incatenare
sfiammare	OPPOSITE_OF	infiammare
sfiducia	OPPOSITE_OF	fiducia
sfortuna	OPPOSITE_OF	fortuna
sfortunato	OPPOSITE_OF	felice
sfortunato	OPPOSITE_OF	fortunato
sgonfiare	OPPOSITE_OF	gonfiare
sgonfiarsi	OPPOSITE_OF	gonfiare
sgradevole	OPPOSITE_OF	gradevole
sgradito	OPPOSITE_OF	grato
sgrassare	OPPOSITE_OF	ingrassare
sgravio	OPPOSITE_OF	aggravio
sgraziato	OPPOSITE_OF	grazioso
sicurezza	OPPOSITE_OF	diffidenza
sicurezza	OPPOSITE_OF	paura
sicuro	OPPOSITE_OF	dubbio
sicuro	OPPOSITE_OF	insicuro
sicuro	OPPOSITE_OF	pericoloso
silente	OPPOSITE_OF	chiacchierone
silente	OPPOSITE_OF	chiassoso
silente	OPPOSITE_OF	rumoroso
silenzioso	OPPOSITE_OF	chiassoso
silenzioso	OPPOSITE_OF	rumoroso
simmetrico	OPPOSITE_OF	asimmetrico
simpatico	OPPOSITE_OF	antipatico
singolare	OPPOSITE_OF	banale
singolare	OPPOSITE_OF	comune
singolare	OPPOSITE_OF	plurale
sinistra	OPPOSITE_OF	destra
sinistra	OPPOSITE_OF	dritta
sinistro	OPPOSITE_OF	destro
sinistro	OPPOSITE_OF	diritto
sinistro	OPPOSITE_OF	dritto
smaliziare	OPPOSITE_OF	rimbambire
smaliziare	OPPOSITE_OF	stordire
smettere	OPPOSITE_OF	continuare
sobrietà	OPPOSITE_OF	ebbrezza
sociale	OPPOSITE_OF	asociale
soddisfacente	OPPOSITE_OF	insoddisfacente
soddisfazione	OPPOSITE_OF	insoddisfazione
sodo	OPPOSITE_OF	soffice
soffice	OPPOSITE_OF	duro
soffice	OPPOSITE_OF	sodo
soggettività	OPPOSITE_OF	oggettività
soggettivo	OPPOSITE_OF	oggettivo
sogno	OPPOSITE_OF	realtà
sogno	OPPOSITE_OF	schifezza
sogno	OPPOSITE_OF	schifo
solido	OPPOSITE_OF	liquido
solitudine	OPPOSITE_OF	compagnia
sollevare	OPPOSITE_OF	posare
sonno	OPPOSITE_OF	agitazione
sonno	OPPOSITE_OF	insonnia
sonno	OPPOSITE_OF	veglia
sopportabile	OPPOSITE_OF	insopportabile
sopportabile	OPPOSITE_OF	intollerabile
sopravvalutare	OPPOSITE_OF	mortificare
sopravvalutare	OPPOSITE_OF	sottovalutare
sopravvento	OPPOSITE_OF	sottovento
sorgere	OPPOSITE_OF	tramontare
sormontabile	OPPOSITE_OF	insormontabile
sostituibile	OPPOSITE_OF	insostituibile
sottile	OPPOSITE_OF	grosso
sottile	OPPOSITE_OF	spesso
sottostimare	OPPOSITE_OF	sovrastimare
sottosviluppo	OPPOSITE_OF	sviluppo
sottovalutare	OPPOSITE_OF	sopravvalutare
sottovento	OPPOSITE_OF	sopravvento
sovrastimare	OPPOSITE_OF	sottostimare
sparecchiare	OPPOSITE_OF	apparecchiare
sparire	OPPOSITE_OF	apparire
spegnere	OPPOSITE_OF	accendere
spesso	OPPOSITE_OF	rado
spesso	OPPOSITE_OF	sottile
spiacevole	OPPOSITE_OF	grato
spiacevole	OPPOSITE_OF	piacevole
spiegabile	OPPOSITE_OF	inspiegabile
spiegare	OPPOSITE_OF	piegare
spirito	OPPOSITE_OF	lettera
spirituale	OPPOSITE_OF	secolare
spolverare	OPPOSITE_OF	impolverare
sporadico	OPPOSITE_OF	frequente
sporcare	OPPOSITE_OF	pulire
sporcizia	OPPOSITE_OF	pulizia
sporco	OPPOSITE_OF	pulito
sposato	OPPOSITE_OF	celibe
sprecone	OPPOSITE_OF	parco
spregiare	OPPOSITE_OF	pregiare
spremuta	OPPOSITE_OF	succo
srotolare	OPPOSITE_OF	arrotolare
stabilità	OPPOSITE_OF	instabilità
stancabile	OPPOSITE_OF	instancabile
stappare	OPPOSITE_OF	tappare
stimabile	OPPOSITE_OF	inestimabile
stimare	OPPOSITE_OF	disistimare
stordire	OPPOSITE_OF	smaliziare
storto	OPPOSITE_OF	diritto
storto	OPPOSITE_OF	dritto
straordinario	OPPOSITE_OF	banale
straordinario	OPPOSITE_OF	comune
straordinario	OPPOSITE_OF	ordinario
stretto	OPPOSITE_OF	largo
stupendo	OPPOSITE_OF	orrendo
stupendo	OPPOSITE_OF	orribile
sturare	OPPOSITE_OF	tappare
successivo	OPPOSITE_OF	anteriore
successivo	OPPOSITE_OF	precedente
successo	OPPOSITE_OF	insuccesso
succo	OPPOSITE_OF	spremuta
sud	OPPOSITE_OF	nord
sudicio	OPPOSITE_OF	netto
sufficiente	OPPOSITE_OF	insufficiente
superabile	OPPOSITE_OF	insormontabile
superficiale	OPPOSITE_OF	profondo
superfluo	OPPOSITE_OF	essenziale
superfluo	OPPOSITE_OF	indispensabile
superiorità	OPPOSITE_OF	inferiorità
suscettibile	OPPOSITE_OF	insuscettibile
sveglio	OPPOSITE_OF	addormentato
sveglio	OPPOSITE_OF	ingenuo
svelto	OPPOSITE_OF	lento
sventura	OPPOSITE_OF	ventura
svestito	OPPOSITE_OF	vestito
sviluppo	OPPOSITE_OF	sottosviluppo
svoltare	OPPOSITE_OF	involtare
svuotare	OPPOSITE_OF	riempire
taccagneria	OPPOSITE_OF	generosità
tangibile	OPPOSITE_OF	intangibile
tappare	OPPOSITE_OF	stappare
tappare	OPPOSITE_OF	sturare
tassare	OPPOSITE_OF	detassare
tassazione	OPPOSITE_OF	detassazione
tendere	OPPOSITE_OF	rilassare
tenero	OPPOSITE_OF	duro
teoria	OPPOSITE_OF	pratica
testa	OPPOSITE_OF	coda
tetraggine	OPPOSITE_OF	allegria
timoroso	OPPOSITE_OF	coraggioso
tipico	OPPOSITE_OF	atipico
tirchieria	OPPOSITE_OF	generosità
toccabile	OPPOSITE_OF	intoccabile
togliere	OPPOSITE_OF	mettere
togliere	OPPOSITE_OF	posare
tollerabile	OPPOSITE_OF	insopportabile
tollerabile	OPPOSITE_OF	intollerabile
tollerante	OPPOSITE_OF	intollerante
tolleranza	OPPOSITE_OF	intolleranza
torbido	OPPOSITE_OF	chiaro
torbido	OPPOSITE_OF	limpido
torbido	OPPOSITE_OF	trasparente
tortuoso	OPPOSITE_OF	chiaro
tortuoso	OPPOSITE_OF	franco
tortuoso	OPPOSITE_OF	schietto
traditore	OPPOSITE_OF	fedele
tragedia	OPPOSITE_OF	commedia
tragicità	OPPOSITE_OF	comicità
tramontare	OPPOSITE_OF	levare
tramontare	OPPOSITE_OF	levarsi
tramontare	OPPOSITE_OF	sorgere
tramonto	OPPOSITE_OF	alba
tramonto	OPPOSITE_OF	aurora
tranquillità	OPPOSITE_OF	collera
transitorio	OPPOSITE_OF	ininterrotto
trasparente	OPPOSITE_OF	torbido
triste	OPPOSITE_OF	allegro
tristezza	OPPOSITE_OF	comicità
trovabile	OPPOSITE_OF	introvabile
ufficiale	OPPOSITE_OF	informale
ufficiale	OPPOSITE_OF	ufficioso
ufficialità	OPPOSITE_OF	ufficiosità
ufficiosità	OPPOSITE_OF	ufficialità
ufficioso	OPPOSITE_OF	ufficiale
uguaglianza	OPPOSITE_OF	disuguaglianza
uguale	OPPOSITE_OF	differente
uguale	OPPOSITE_OF	disuguale
uguale	OPPOSITE_OF	diverso
ultimo	OPPOSITE_OF	primo
umido	OPPOSITE_OF	arido
umido	OPPOSITE_OF	asciutto
umido	OPPOSITE_OF	secco
unificare	OPPOSITE_OF	differenziare
unificare	OPPOSITE_OF	dividere
unificare	OPPOSITE_OF	separare
uomo	OPPOSITE_OF	donna
uscita	OPPOSITE_OF	entrata
utile	OPPOSITE_OF	inutile
utilità	OPPOSITE_OF	inutilità
utilizzabile	OPPOSITE_OF	inutilizzabile
utilizzare	OPPOSITE_OF	inutilizzare
utopia	OPPOSITE_OF	distopia
vacillante	OPPOSITE_OF	incrollabile
vago	OPPOSITE_OF	fermo
vago	OPPOSITE_OF	fisso
vago	OPPOSITE_OF	immobile
valicabile	OPPOSITE_OF	invalicabile
valido	OPPOSITE_OF	invalido
valutabile	OPPOSITE_OF	invalutabile
vaporizzare	OPPOSITE_OF	liquefare
variabile	OPPOSITE_OF	invariabile
vecchiaia	OPPOSITE_OF	gioventù
vecchiaia	OPPOSITE_OF	giovinezza
vecchio	OPPOSITE_OF	nuovo
vecchio	OPPOSITE_OF	recente
veglia	OPPOSITE_OF	sonno
veloce	OPPOSITE_OF	lento
vendere	OPPOSITE_OF	comprare
vendicare	OPPOSITE_OF	premiare
vendicare	OPPOSITE_OF	ricompensare
ventura	OPPOSITE_OF	sventura
verificabile	OPPOSITE_OF	inverificabile
verosimile	OPPOSITE_OF	inverosimile
verticale	OPPOSITE_OF	orizzontale
vestito	OPPOSITE_OF	nudo
vestito	OPPOSITE_OF	svestito
vicino	OPPOSITE_OF	lontano
vietare	OPPOSITE_OF	consentire
vietare	OPPOSITE_OF	permettere
vietato	OPPOSITE_OF	ammesso
vietato	OPPOSITE_OF	consentito
vietato	OPPOSITE_OF	permesso
vincibile	OPPOSITE_OF	invincibile
violabile	OPPOSITE_OF	inviolabile
virile	OPPOSITE_OF	femminile
visibile	OPPOSITE_OF	invisibile
vita	OPPOSITE_OF	morte
vitale	OPPOSITE_OF	defunto
vivente	OPPOSITE_OF	morto
vivibile	OPPOSITE_OF	invivibile
vivificare	OPPOSITE_OF	mortificare
vivo	OPPOSITE_OF	defunto
vivo	OPPOSITE_OF	morto
volontario	OPPOSITE_OF	involontario
vulnerabile	OPPOSITE_OF	invulnerabile
vuotare	OPPOSITE_OF	riempire
vuoto	OPPOSITE_OF	pieno
